feature,frequency,rank,docfreq,group
trace,645,1146,267,all
requiring,645,1146,300,all
inject,644,1149,213,all
symptom,644,1149,213,all
answer,643,1151,192,all
risks,642,1152,308,all
payor,642,1152,346,all
along,641,1154,334,all
trauma,641,1154,201,all
advanced,640,1156,278,all
regimen,640,1156,289,all
nerve,639,1158,260,all
takes,639,1158,367,all
cream,639,1158,220,all
james,638,1161,168,all
drop,638,1161,194,all
encouraged,635,1163,326,all
routine,635,1163,350,all
wheezes,634,1165,388,all
gen,632,1166,331,all
steps,632,1166,232,all
deformity,632,1166,303,all
headaches,631,1169,357,all
ability,629,1170,291,all
degenerative,629,1170,229,all
ent,629,1170,308,all
eomi,628,1173,372,all
desired,628,1173,230,all
carcinoma,628,1173,154,all
dysfunction,627,1176,255,all
femoral,626,1177,151,all
john,626,1177,193,all
palpable,626,1177,264,all
documented,626,1177,361,all
cyanosis,625,1181,400,all
prednisone,625,1181,160,all
going,624,1183,389,all
cataract,624,1183,177,all
stability,624,1183,319,all
getting,623,1186,368,all
protocol,623,1186,289,all
funding,623,1186,351,all
quit,623,1186,266,all
initially,622,1190,330,all
workup,621,1191,302,all
inhaler,621,1191,196,all
william,621,1191,168,all
inhale,620,1194,190,all
stopped,619,1195,308,all
floor,619,1195,312,all
stop,618,1197,411,all
request,618,1197,380,all
ef,617,1199,209,all
tremor,617,1199,152,all
therapist,616,1201,329,all
demonstrate,616,1201,239,all
standard,614,1203,310,all
swallowing,614,1203,278,all
66,614,1203,289,all
ems,613,1206,203,all
pacemaker,613,1206,108,all
abd,612,1208,299,all
cues,612,1208,179,all
communication,611,1210,306,all
hrs,611,1210,287,all
neutrophils,611,1210,215,all
cr,610,1213,230,all
source,610,1213,359,all
distended,609,1215,326,all
oxycodone,609,1215,220,all
syndrome,608,1217,234,all
chf,608,1217,177,all
worse,608,1217,303,all
connections,607,1220,390,all
endocrine,605,1221,329,all
finger,602,1222,192,all
88,600,1223,277,all
stool,600,1223,273,all
indicated,600,1223,324,all
listed,599,1226,283,all
55,599,1226,285,all
axial,598,1228,213,all
atelectasis,598,1228,165,all
highest,598,1228,395,all
drainage,598,1228,209,all
improve,597,1232,319,all
echo,596,1233,249,all
billing,596,1233,360,all
prescriptions,596,1233,334,all
diagnosed,596,1233,243,all
slightly,595,1237,339,all
monocytes,595,1237,207,all
nacl,594,1239,208,all
membranes,594,1239,377,all
options,593,1241,321,all
congestion,591,1242,304,all
distribution,590,1243,332,all
personally,590,1243,303,all
areas,590,1243,299,all
furosemide,588,1246,232,all
tract,587,1247,235,all
94,587,1247,299,all
synthroid,587,1247,207,all
walk,586,1250,297,all
enteric,586,1250,293,all
rhonchi,585,1252,355,all
learning,583,1253,325,all
hd,583,1253,121,all
episodes,582,1255,268,all
obvious,582,1255,328,all
lack,581,1257,248,all
cerebral,580,1258,177,all
erythema,580,1258,328,all
reduced,580,1258,221,all
scale,579,1261,268,all
art,578,1262,151,all
bell,577,1263,311,all
patients,577,1263,291,all
egd,577,1263,136,all
extraocular,577,1263,284,all
ketonesu,576,1267,366,all
benefit,575,1268,361,all
obtain,574,1269,318,all
incontinence,573,1270,216,all
outside,573,1270,263,all
diffuse,572,1272,228,all
numbness,572,1272,295,all
proteinua,571,1274,360,all
complications,571,1274,302,all
line,571,1274,226,all
bloodu,568,1277,363,all
seroquel,567,1278,169,all
glucoseu,565,1279,361,all
83,565,1279,256,all
just,565,1279,361,all
caregiver,565,1279,266,all
84,564,1283,262,all
mildly,564,1283,292,all
cxr,564,1283,212,all
instructed,563,1286,261,all
leukocytesur,563,1286,359,all
coloru,563,1286,361,all
sq,562,1289,304,all
bilirubinur,561,1290,357,all
prophylaxis,561,1290,289,all
mucous,561,1290,335,all
consultation,560,1293,318,all
appetite,560,1293,299,all
diabetic,559,1295,203,all
limits,559,1295,227,all
gap,557,1297,313,all
labph,555,1298,353,all
regurgitation,555,1298,118,all
labspec,554,1300,352,all
cultures,554,1300,180,all
recurrent,554,1300,245,all
transplant,553,1303,49,all
arrival,552,1304,272,all
prevention,552,1304,227,all
socioeconomic,552,1304,380,all
portions,551,1307,296,all
hallucinations,551,1307,195,all
bs,550,1309,288,all
gastroenterology,548,1310,167,all
melatonin,548,1310,204,all
pg,548,1310,278,all
sba,548,1310,151,all
asthma,548,1310,163,all
integrity,547,1315,212,all
feel,546,1316,330,all
quality,546,1316,260,all
concerning,545,1318,253,all
accession,545,1318,191,all
protonix,545,1318,234,all
another,544,1321,328,all
state,544,1321,287,all
partner,544,1321,225,all
transferred,543,1324,227,all
stent,543,1324,134,all
anion,543,1324,308,all
obstruction,541,1327,187,all
eosinophils,541,1327,194,all
encounters,540,1329,300,all
nerves,540,1329,336,all
deep,539,1331,258,all
persistent,539,1331,229,all
deficiency,538,1333,196,all
measures,538,1333,245,all
prescribed,538,1333,253,all
59,538,1333,279,all
ldl,537,1337,251,all
hematoma,537,1337,120,all
benefits,536,1339,300,all
infectious,536,1339,215,all
appointments,534,1341,335,all
basophils,534,1341,190,all
access,533,1343,213,all
moving,533,1343,247,all
osteoarthritis,533,1343,173,all
basal,532,1346,199,all
im,530,1347,214,all
walking,530,1347,294,all
improving,529,1349,267,all
cholecalciferol,528,1350,247,all
packet,527,1351,209,all
sepsis,527,1351,122,all
thomas,526,1353,150,all
touch,525,1354,280,all
ultrasound,525,1354,199,all
performing,525,1354,184,all
net,524,1357,290,all
multivitamin,524,1357,211,all
palpation,523,1359,251,all
cath,522,1360,170,all
tomorrow,522,1360,299,all
stay,522,1360,297,all
removal,521,1363,219,all
amount,521,1363,302,all
pathology,521,1363,254,all
nitrogen,521,1363,301,all
house,521,1363,286,all
vessel,520,1368,209,all
axillary,520,1368,257,all
xl,520,1368,219,all
hydrochlorothiazide,520,1368,204,all
reflexes,517,1372,241,all
stomach,517,1372,216,all
attestation,517,1372,304,all
sw,517,1372,236,all
pgy,516,1376,268,all
ulcer,516,1376,156,all
ambulation,516,1376,278,all
lot,515,1379,247,all
effects,515,1379,234,all
differential,515,1379,295,all
ophthalmic,515,1379,179,all
mid,514,1383,240,all
nd,513,1384,266,all
know,513,1384,317,all
effective,513,1384,163,all
thin,513,1384,192,all
drink,513,1384,301,all
89,513,1384,242,all
exhibits,512,1390,160,all
ams,511,1391,158,all
urea,511,1391,287,all
lymphocytes,511,1391,214,all
coated,511,1391,273,all
cognition,509,1395,257,all
managed,509,1395,215,all
thank,508,1397,349,all
vaccine,508,1397,181,all
situation,508,1397,304,all
former,508,1397,260,all
lv,507,1401,148,all
chewable,507,1401,242,all
seizures,507,1401,219,all
thickening,506,1404,179,all
eob,506,1404,196,all
fevers,506,1404,306,all
underwent,505,1407,256,all
drugs,505,1407,328,all
maintained,504,1409,226,all
phos,504,1409,237,all
avoid,504,1409,255,all
dispo,504,1409,292,all
ul,504,1409,111,all
86,503,1414,242,all
topically,502,1415,185,all
ray,501,1416,249,all
apnea,501,1416,166,all
32,500,1418,222,all
nodes,500,1418,220,all
maintenance,500,1418,255,all
read,500,1418,269,all
advised,500,1418,281,all
93,499,1423,257,all
congestive,499,1423,132,all
alzheimer,498,1425,149,all
iii,498,1425,225,all
92,498,1425,263,all
ratio,497,1428,215,all
polyethylene,495,1429,222,all
osh,494,1430,103,all
closed,494,1430,182,all
best,493,1432,282,all
dx,493,1432,203,all
ambulate,493,1432,229,all
glycol,492,1435,223,all
skilled,492,1435,225,all
bleed,492,1435,183,all
attempt,491,1438,289,all
basic,491,1438,305,all
ears,491,1438,260,all
bilirubin,491,1438,250,all
sugar,489,1442,149,all
consent,488,1443,270,all
three,488,1443,241,all
admitting,487,1445,364,all
graft,487,1445,114,all
31,487,1445,237,all
tumor,486,1448,112,all
says,485,1449,242,all
37,483,1450,272,all
overview,483,1450,164,all
exposure,483,1450,210,all
plavix,482,1453,147,all
succinate,482,1453,169,all
headache,482,1453,213,all
requested,481,1456,299,all
width,481,1456,283,all
afib,480,1458,128,all
explained,480,1458,293,all
patch,480,1458,139,all
48,480,1458,255,all
admit,479,1462,261,all
pen,478,1463,113,all
duration,478,1463,300,all
attention,478,1463,239,all
itching,478,1463,225,all
62,477,1467,257,all
murmurs,477,1467,338,all
rt,475,1469,183,all
flexion,475,1469,154,all
types,475,1469,242,all
visualized,474,1472,233,all
vein,474,1472,138,all
patent,474,1472,219,all
hysterectomy,474,1472,212,all
readings,472,1476,234,all
keep,472,1476,281,all
nt,472,1476,250,all
87,472,1476,227,all
assessed,471,1480,208,all
tramadol,471,1480,178,all
neutroabs,471,1480,294,all
occasional,471,1480,268,all
allergic,471,1480,257,all
ox,470,1485,265,all
donepezil,470,1485,187,all
npo,469,1487,177,all
life,469,1487,245,all
lipid,468,1489,224,all
omeprazole,468,1489,203,all
vancomycin,468,1489,110,all
folic,467,1492,171,all
abuse,466,1493,176,all
rx,466,1493,229,all
bilitot,465,1495,280,all
revealed,465,1495,228,all
osteoporosis,465,1495,131,all
aneurysm,465,1495,116,all
form,464,1499,281,all
resting,464,1499,264,all
compression,463,1501,155,all
infarction,462,1502,166,all
planning,461,1503,265,all
neuropathy,461,1503,157,all
folate,461,1503,219,all
administration,459,1506,214,all
gu,459,1506,260,all
comprehensive,459,1506,276,all
perfusion,458,1509,122,all
grade,458,1509,183,all
abused,458,1509,147,all
alarm,457,1512,262,all
requires,457,1512,249,all
ventricle,456,1514,130,all
limitations,456,1514,267,all
florence,455,1516,165,all
th,455,1516,202,all
ldlcalc,455,1516,279,all
reveals,455,1516,224,all
pe,455,1516,177,all
anticipated,454,1521,272,all
shock,453,1522,81,all
partial,453,1522,156,all
laboratory,452,1524,255,all
healing,451,1525,186,all
underlying,451,1525,213,all
record,451,1525,242,all
told,451,1525,271,all
legs,451,1525,214,all
effect,449,1530,225,all
liquids,449,1530,133,all
pelvic,448,1532,142,all
gas,447,1533,171,all
hydralazine,446,1534,132,all
task,446,1534,135,all
tachycardia,446,1534,143,all
apparent,445,1537,255,all
want,445,1537,267,all
nondistended,445,1537,293,all
atrophy,444,1540,203,all
drinks,444,1540,232,all
inhalation,443,1542,133,all
schedule,443,1542,261,all
glucagon,442,1544,206,all
sinuses,442,1544,192,all
frequent,442,1544,254,all
qd,442,1544,132,all
cane,442,1544,175,all
gout,442,1544,109,all
nephrology,441,1550,113,all
cn,441,1550,180,all
timed,441,1550,269,all
aniongap,441,1550,253,all
eval,441,1550,234,all
require,440,1555,283,all
involving,439,1556,188,all
powder,439,1556,206,all
aricept,439,1556,183,all
esrd,437,1559,69,all
demonstrated,437,1559,228,all
pac,437,1559,159,all
plans,437,1559,281,all
set,436,1563,250,all
pattern,436,1563,221,all
hypotension,436,1563,148,all
saw,435,1566,297,all
region,434,1567,179,all
show,434,1567,261,all
cyst,434,1567,163,all
osseous,433,1570,198,all
fib,433,1570,156,all
ir,433,1570,161,all
heard,432,1573,282,all
criteria,432,1573,219,all
extensive,432,1573,166,all
participate,432,1573,265,all
counseling,432,1573,243,all
early,432,1573,261,all
conjunctivae,432,1573,294,all
isolated,432,1573,118,all
cholecystectomy,432,1573,162,all
notified,431,1582,254,all
adl,431,1582,200,all
human,431,1582,125,all
ill,431,1582,255,all
necessary,431,1582,270,all
medically,431,1582,276,all
discomfort,431,1582,241,all
intermittent,430,1589,230,all
static,430,1589,167,all
cabg,429,1591,86,all
statin,429,1591,180,all
oropharynx,428,1593,285,all
approximately,428,1593,240,all
though,427,1595,220,all
presentation,427,1595,229,all
wfl,427,1595,141,all
address,427,1595,249,all
infarct,426,1599,144,all
distension,426,1599,277,all
anticoagulation,425,1601,172,all
scans,425,1601,189,all
specimen,425,1601,137,all
included,424,1604,278,all
bph,424,1604,123,all
try,423,1606,264,all
maintain,423,1606,249,all
immature,422,1608,155,all
tartrate,421,1609,173,all
transient,421,1609,92,all
granulocytes,421,1609,156,all
mixed,420,1612,200,all
skills,420,1612,211,all
etiology,420,1612,207,all
tolerating,420,1612,234,all
michael,420,1612,140,all
bypass,419,1617,116,all
91,418,1618,220,all
chew,418,1618,217,all
ft,418,1618,165,all
dosing,417,1621,190,all
pcr,417,1621,90,all
neurontin,417,1621,217,all
conc,417,1621,253,all
extension,417,1621,159,all
addressed,417,1621,288,all
catheterization,416,1627,150,all
zofran,416,1627,209,all
brown,416,1627,145,all
oncology,416,1627,112,all
carvedilol,415,1631,124,all
answered,414,1632,272,all
transport,414,1632,226,all
incision,414,1632,162,all
toprol,414,1632,159,all
cigarettes,414,1632,192,all
directed,413,1637,200,all
scalp,413,1637,159,all
confirmed,412,1639,243,all
trachea,412,1639,242,all
fax,412,1639,216,all
stephen,412,1639,112,all
decrease,412,1639,227,all
demonstrates,412,1639,200,all
peg,412,1639,59,all
matter,411,1646,171,all
enlarged,411,1646,191,all
tamsulosin,411,1646,153,all
airway,411,1646,139,all
working,411,1646,268,all
prescription,410,1651,237,all
dilated,410,1651,149,all
fluids,410,1651,207,all
cpap,410,1651,109,all
modified,409,1655,195,all
toe,409,1655,120,all
ischemia,408,1657,138,all
guarding,408,1657,284,all
similar,408,1657,195,all
ativan,408,1657,140,all
spinal,408,1657,121,all
scattered,407,1662,194,all
toilet,407,1662,183,all
trazodone,407,1662,121,all
practice,407,1662,212,all
opacities,407,1662,132,all
perrl,406,1667,247,all
ca,406,1667,151,all
rub,406,1667,281,all
appear,405,1670,245,all
although,405,1670,241,all
prilosec,405,1670,195,all
insomnia,405,1670,153,all
coreg,404,1674,124,all
34,404,1674,206,all
hepatic,404,1674,153,all
echocardiogram,403,1677,173,all
ventilation,403,1677,94,all
went,403,1677,237,all
ppx,401,1680,220,all
urgency,401,1680,185,all
felt,401,1680,241,all
ejection,400,1683,159,all
charles,400,1683,83,all
environment,400,1683,212,all
syringe,399,1686,155,all
sulfate,399,1686,155,all
flomax,398,1688,146,all
appreciated,398,1688,206,all
61,398,1688,226,all
exertion,398,1688,220,all
quetiapine,397,1692,137,all
effusions,397,1692,125,all
sclera,397,1692,269,all
nc,397,1692,201,all
rw,397,1692,84,all
vaginal,397,1692,91,all
tolerance,396,1698,229,all
ctab,396,1698,233,all
thoracic,395,1700,138,all
identify,395,1700,167,all
meal,395,1700,232,all
fm,395,1700,71,all
nonspecific,394,1704,178,all
disc,394,1704,139,all
dt,394,1704,83,all
unclear,392,1707,203,all
reduce,391,1708,192,all
simple,391,1708,191,all
nebulizer,391,1708,125,all
fluticasone,391,1708,166,all
maternal,391,1708,93,all
ph,389,1713,221,all
member,389,1713,257,all
marked,389,1713,261,all
clubbing,388,1716,250,all
levels,388,1716,211,all
critical,388,1716,133,all
osa,388,1716,112,all
ensure,387,1720,205,all
trial,387,1720,183,all
rating,387,1720,161,all
tab,386,1723,171,all
neurosurgery,386,1723,91,all
xii,385,1725,256,all
degrees,385,1725,140,all
gallop,385,1725,265,all
medial,385,1725,144,all
give,385,1725,263,all
conjunctiva,385,1725,266,all
injections,384,1731,110,all
increasing,384,1731,253,all
glaucoma,383,1733,132,all
y,382,1734,191,all
bacteria,382,1734,159,all
ipratropium,382,1734,138,all
significantly,381,1737,211,all
icu,381,1737,118,all
gets,381,1737,254,all
rubs,380,1740,258,all
independence,380,1740,158,all
palpations,380,1740,243,all
central,380,1740,170,all
role,379,1744,237,all
joseph,379,1744,118,all
lovenox,379,1744,175,all
agreeable,378,1747,247,all
telemetry,378,1747,206,all
insurance,378,1747,192,all
carbonate,378,1747,173,all
remote,377,1751,179,all
educated,377,1751,216,all
many,377,1751,208,all
famotidine,376,1754,165,all
think,376,1754,225,all
dynamic,376,1754,149,all
rolling,376,1754,194,all
commode,376,1754,183,all
endoscopy,376,1754,121,all
sore,376,1754,241,all
femur,376,1754,58,all
orthopaedic,376,1754,78,all
extra,375,1763,213,all
mary,375,1763,112,all
icterus,375,1763,265,all
encourage,374,1766,140,all
metastatic,374,1766,65,all
flat,373,1768,238,all
thyromegaly,372,1769,249,all
pneumothorax,372,1769,179,all
density,372,1769,170,all
tolerate,372,1769,223,all
cont,372,1769,154,all
ablation,372,1769,75,all
adls,371,1775,187,all
versus,371,1775,170,all
even,371,1775,221,all
determinants,371,1775,256,all
dme,371,1775,198,all
painless,371,1775,28,all
36,370,1781,187,all
fraction,369,1782,150,all
smoked,369,1782,238,all
asa,369,1782,175,all
rd,369,1782,194,all
description,369,1782,142,all
toileting,369,1782,177,all
difficult,369,1782,207,all
psychiatry,369,1782,108,all
second,368,1790,178,all
community,367,1791,199,all
part,367,1791,210,all
image,366,1793,138,all
mucosa,366,1793,204,all
verified,366,1793,138,all
energy,366,1793,202,all
views,366,1793,155,all
held,365,1798,164,all
inability,365,1798,232,all
hands,365,1798,171,all
obesity,365,1798,109,all
arteries,364,1802,109,all
operative,364,1802,152,all
recall,363,1804,185,all
ex,363,1804,221,all
mark,363,1804,120,all
exacerbation,362,1807,109,all
according,362,1807,194,all
tte,362,1807,128,all
cp,362,1807,212,all
length,362,1807,200,all
assisted,362,1807,159,all
mechanical,361,1813,124,all
malnutrition,361,1813,110,all
often,361,1813,171,all
conditions,360,1816,188,all
program,360,1816,168,all
msk,360,1816,189,all
brought,359,1819,200,all
jr,359,1819,98,all
liquid,359,1819,161,all
hospitalizations,359,1819,304,all
sedation,359,1819,116,all
suspicious,359,1819,198,all
rosuvastatin,359,1819,128,all
complication,358,1826,177,all
shower,358,1826,151,all
58,357,1828,198,all
gallops,357,1828,253,all
latest,357,1828,82,all
capillary,357,1828,168,all
independently,356,1832,197,all
evening,356,1832,202,all
screen,356,1832,184,all
manager,356,1832,209,all
professor,356,1832,205,all
inferior,356,1832,147,all
ra,356,1832,170,all
vaping,356,1832,96,all
near,355,1840,201,all
nodules,355,1840,166,all
represent,354,1842,159,all
manage,354,1842,168,all
evaluate,354,1842,226,all
violence,353,1845,229,all
ashley,352,1846,180,all
reconstruction,352,1846,127,all
morphine,351,1848,142,all
stone,351,1848,81,all
resolution,350,1850,155,all
parkinson,350,1850,64,all
