feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
snf,140.20671808023243,0,273,37,2.3988854324592414e-32,1.0817571354359222e-30,TRUE
periventricular,140.0462758537362,0,234,22,2.6007241784193335e-32,1.1689792269924312e-30,TRUE
time,139.94517205188242,0,7103,4738,2.736549854636387e-32,1.2260626106788639e-30,TRUE
overview,139.79967416539938,0,393,90,2.9445612307453973e-32,1.3150164287402837e-30,TRUE
fluid,139.50758133032758,0,1093,482,3.411109295390247e-32,1.5184902885793316e-30,TRUE
treatment,139.3209979392105,0,3627,2197,3.747125965297947e-32,1.662742253419271e-30,TRUE
air,139.05503856030202,0,797,306,4.284102005773461e-32,1.894964737521898e-30,TRUE
team,138.8208662178551,0,911,373,4.820261314329235e-32,2.1253526791974208e-30,TRUE
payor,136.88449987323844,0,498,144,1.278070173128587e-31,5.6174419729692864e-30,TRUE
resolved,135.39825329276076,0,729,271,2.7016310410105186e-31,1.1836893857600976e-29,TRUE
interview,135.35797698726375,0,298,50,2.756992652195143e-31,1.2041468851049792e-29,TRUE
group,134.85155927732788,0,516,155,3.557993352525495e-31,1.5491213063707398e-29,TRUE
ventilation,134.78853586259962,0,336,67,3.672743074370488e-31,1.594085267497866e-29,TRUE
hypernatremia,134.40501463568756,0,181,6,4.455341481968852e-31,1.9277332661391086e-29,TRUE
sba,133.96303526515572,0,434,114,5.566222468655484e-31,2.400908815750187e-29,TRUE
principal,133.55594632305414,0,279,43,6.832979919382735e-31,2.938181365334576e-29,TRUE
taken,132.76684331254066,0,1284,611,1.016786676279929e-30,4.3586883169296095e-29,TRUE
rocephin,132.43900386455553,0,258,35,1.1993566083385352e-30,5.125496594835051e-29,TRUE
16,132.36209492300398,0,1436,709,1.2467322573592664e-30,5.311614822841366e-29,TRUE
technique,131.7387069297531,0,812,323,1.7066730396508382e-30,7.248924112449692e-29,TRUE
volume,130.42828801274655,0,1305,628,3.302501754231199e-30,1.3984282580645466e-28,TRUE
olanzapine,130.36443329589449,0,197,13,3.410465787341473e-30,1.4397556024433349e-28,TRUE
sar,129.85696211801385,0,166,3,4.403967034575151e-30,1.8535363073701294e-28,TRUE
dispo,126.90077500202047,0,401,103,1.9529781323009732e-29,8.194837848800065e-28,TRUE
renal,126.66534894294026,0,1375,679,2.1989563130937555e-29,9.199188021855173e-28,TRUE
dressing,126.06097132788685,0,799,322,2.981798534955156e-29,1.2436696652249897e-27,TRUE
effusions,125.90906366729062,0,328,69,3.219010944655608e-29,1.3385881140814892e-27,TRUE
hypoxia,125.220849539089,0,268,43,4.553424950314435e-29,1.88783639208708e-27,TRUE
yesterday,125.19257157312731,0,643,233,4.6187765707045105e-29,1.9092317794796115e-27,TRUE
presented,125.14912200879928,0,687,258,4.721023093429398e-29,1.9457059271406797e-27,TRUE
view,125.14172480177832,0,569,192,4.7386545095097313e-29,1.9471944521473567e-27,TRUE
represent,125.12065200019855,0,298,56,4.789243880808131e-29,1.9621772348243108e-27,TRUE
barriers,125.0785994275226,0,517,164,4.8918195106689967e-29,1.998308270108285e-27,TRUE
29,125.00619379284744,0,785,315,5.073608033508475e-29,2.0664909670791556e-27,TRUE
thin,124.84841381857221,0,406,107,5.493491100882102e-29,2.2274497158544558e-27,TRUE
electrolyte,124.845751723019,0,215,22,5.500865811347673e-29,2.2274497158544558e-27,TRUE
transferred,124.83736171896011,0,426,117,5.524173186928108e-29,2.230384924222224e-27,TRUE
namenda,124.01068170978316,0,227,27,8.379131412706256e-29,3.373268295393542e-27,TRUE
improved,123.767402734871,0,1251,604,9.472097227933346e-29,3.802253132912319e-27,TRUE
wheelchair,123.59124196989337,0,507,160,1.035150392796815e-28,4.1432863992953786e-27,TRUE
ceftriaxone,123.17268224470179,0,246,35,1.2782556044342316e-28,5.1016356580422535e-27,TRUE
mca,122.72276533897681,0,207,20,1.6036076641983679e-28,6.381807119785424e-27,TRUE
perfusion,122.68637268754208,0,368,90,1.6332929253206493e-28,6.481372982793857e-27,TRUE
university,122.66333833164211,0,1714,909,1.6523652834421702e-28,6.538376473426866e-27,TRUE
skills,122.12753859097745,0,342,78,2.164657302587375e-28,8.541171953305696e-27,TRUE
neurology,121.884855751886,0,644,237,2.4463138913909965e-28,9.625171002133016e-27,TRUE
kidney,121.58581504328372,0,1454,739,2.8442845416004146e-28,1.1159397739629424e-26,TRUE
sacral,120.80124858769882,0,228,29,4.223990474342223e-28,1.652591653468708e-26,TRUE
upon,120.69178007641904,0,689,264,4.463622386886144e-28,1.7414396441421815e-26,TRUE
folate,120.57493130687637,0,369,92,4.734431298878721e-28,1.841919224373293e-26,TRUE
notes,120.49504224449166,0,1515,781,4.92898091066284e-28,1.9122518398937478e-26,TRUE
enoxaparin,120.09778815680565,0,242,35,6.0217870746964095e-28,2.329710325360959e-26,TRUE
17,119.9023980625333,0,1060,489,6.64510310281659e-28,2.5637176943061007e-26,TRUE
lethargic,118.47592670725362,0,207,22,1.3639958031032789e-27,5.247794379307879e-26,TRUE
able,116.76189575835426,0,1676,895,3.236852855076548e-27,1.2418963896176292e-25,TRUE
chris,116.32482780898107,0,199,20,4.03489284109856e-27,1.5438189165294188e-25,TRUE
intervention,116.31704881532067,0,905,398,4.050750314591398e-27,1.545628327454943e-25,TRUE
decline,116.20010375443226,0,279,53,4.296794620385422e-27,1.6350186433570721e-25,TRUE
lovenox,115.43290548228481,0,311,68,6.3263642990448225e-27,2.4007342554490038e-25,TRUE
sub,115.02413955769103,0,213,26,7.774528894024966e-27,2.9422460983409475e-25,TRUE
restraints,114.0052949102073,0,137,0,1.2996099097943014e-26,4.904967944873112e-25,TRUE
maintained,113.18284725399255,0,394,110,1.9676639149423736e-26,7.406201657082555e-25,TRUE
neutroabs,113.12412165016804,0,372,99,2.0268136111869666e-26,7.608220066425886e-25,TRUE
bolus,112.8017495633962,0,531,183,2.384653033719784e-26,8.927343931356894e-25,TRUE
dialysis,112.66240836203995,0,538,187,2.5582712764047694e-26,9.551567139243507e-25,TRUE
requiring,112.23201761216646,0,486,159,3.1784963978246e-26,1.1835425326913101e-24,TRUE
upright,112.00992915740046,0,241,39,3.55525201715269e-26,1.320291317278976e-24,TRUE
insulin,111.65196657676881,0,1380,708,4.258769568767886e-26,1.5773346810831246e-24,TRUE
isolated,111.37727306562994,0,345,87,4.8916884463236255e-26,1.8069324689092775e-24,TRUE
flush,111.20406737001076,0,156,7,5.338288792698912e-26,1.9666709029653894e-24,TRUE
patch,111.17272836411189,0,377,103,5.423347004292222e-26,1.992721337106208e-24,TRUE
funding,111.06165384760959,0,471,152,5.735882414266083e-26,2.101996592394238e-24,TRUE
plan,110.99745058688332,0,6627,4502,5.924684121486235e-26,2.165472046403219e-24,TRUE
events,110.164743227914,0,510,174,9.017625077404935e-26,3.2872911994770906e-24,TRUE
axial,109.8521153069328,0,454,144,1.055807701711398e-25,3.838773080908275e-24,TRUE
carolina,109.70111423674166,0,1673,907,1.1393778564178066e-25,4.1318065398921456e-24,TRUE
si,109.12754217350454,0,258,48,1.521723621011037e-25,5.5039633781828895e-24,TRUE
interstitial,108.73790359716293,0,246,43,1.8522848991530637e-25,6.679939926334115e-24,TRUE
unresponsive,108.73342593104117,0,156,8,1.8564740525343572e-25,6.679939926334115e-24,TRUE
rvr,107.30497181992966,0,218,32,3.8167569239028496e-25,1.369791651578467e-23,TRUE
mentation,107.08151221291159,0,151,7,4.272309794481587e-25,1.5293327509163597e-23,TRUE
thiamine,106.92022207866717,0,195,23,4.634553669905559e-25,1.654738198491473e-23,TRUE
ncm,106.81578789110327,0,210,29,4.885330122078036e-25,1.7398038478344062e-23,TRUE
rolling,106.80929784442996,0,305,71,4.901355119565334e-25,1.7410465794282077e-23,TRUE
hallucinations,105.88800408453878,0,421,130,7.802250616771089e-25,2.7644249698044303e-23,TRUE
south,105.87375292195212,0,1623,881,7.858564035344427e-25,2.777292516206075e-23,TRUE
fair,105.86510507426188,0,533,191,7.892933973384186e-25,2.7823593897546434e-23,TRUE
subcortical,105.4106274470608,0,180,18,9.927601727846932e-25,3.4907458328624314e-23,TRUE
nephrology,105.31696325253807,0,348,93,1.0408132230363489e-24,3.650468397664609e-23,TRUE
appreciate,105.10732213755192,0,257,50,1.1569660355836327e-24,4.047632561264754e-23,TRUE
family,105.02817988217832,0,5126,3403,1.2041115531229698e-24,4.2019862716896797e-23,TRUE
ivpb,104.8618704491035,0,200,26,1.3095383208206063e-24,4.558440535808872e-23,TRUE
commode,104.67900641911001,0,304,72,1.4361464310641986e-24,4.986659445262663e-23,TRUE
telemetry,103.93210767868997,0,305,73,2.0936890116241037e-24,7.251682464450667e-23,TRUE
infectious,103.81841743297035,0,410,126,2.217343575651858e-24,7.66086689607678e-23,TRUE
bipap,103.68826326721522,0,167,14,2.3678980370041145e-24,8.160728495272989e-23,TRUE
danilova,103.18695328705307,0,124,0,3.0496784599376303e-24,1.0484402012394492e-22,TRUE
recliner,103.17680971625958,0,261,53,3.0653329454594137e-24,1.0512199822095259e-22,TRUE
hypoxic,103.04534008553995,0,222,36,3.2756512894524003e-24,1.1205793290444432e-22,TRUE
msw,102.88034308624604,0,166,14,3.5601461725672106e-24,1.212871628308407e-22,TRUE
signs,102.8788094919303,0,2018,1158,3.56290319209324e-24,1.212871628308407e-22,TRUE
inhalation,102.71908993477331,0,348,95,3.862049191593191e-24,1.3114914724214629e-22,TRUE
svetlana,102.35477594958192,0,123,0,4.641781998474241e-24,1.5724319555319202e-22,TRUE
attending,101.4763867712661,0,1412,748,7.232043654047837e-24,2.4439380610966037e-22,TRUE
query,101.32875109833971,0,141,6,7.791658720636175e-24,2.6266589313329087e-22,TRUE
independence,101.11050357087545,0,305,75,8.699236817371817e-24,2.925513320980076e-22,TRUE
plt,101.05403471915187,0,1153,578,8.950807710839922e-24,3.002844644827432e-22,TRUE
aggressive,101.02829164864461,0,258,53,9.067896278606366e-24,3.0347954557485257e-22,TRUE
trials,100.52229324718596,0,221,37,1.1707182120017548e-23,3.908679145791436e-22,TRUE
multi,100.38667759811179,0,283,65,1.253685278538609e-23,4.175643844993463e-22,TRUE
labph,99.63319711959207,0,420,135,1.8340431460534318e-23,6.094025180750266e-22,TRUE
subdural,99.55421947130395,0,170,17,1.9086584876916498e-23,6.326815688675256e-22,TRUE
timed,99.50998090600427,0,345,96,1.9517724172370455e-23,6.454325500715553e-22,TRUE
brought,99.40534242336867,0,290,69,2.0576675741019398e-23,6.788347965962433e-22,TRUE
reduced,99.21285907227612,0,436,144,2.2676981418106825e-23,7.463521206542315e-22,TRUE
labspec,99.04007019248037,0,419,135,2.4744410253330506e-23,8.12470718696235e-22,TRUE
planning,99.03502638544165,0,358,103,2.480751155887569e-23,8.126215283991144e-22,TRUE
proteinua,98.94915573426547,0,430,141,2.590684430637531e-23,8.466356719323452e-22,TRUE
walker,98.86063432357574,0,557,212,2.7091141236078763e-23,8.83260236215723e-22,TRUE
bacteria,98.3436124776726,0,305,77,3.51733538434031e-23,1.1440812916417461e-21,TRUE
feeds,98.29623681799727,0,128,3,3.6024990925073943e-23,1.1690446237344674e-21,TRUE
milieu,98.19389523517091,0,118,0,3.793576859276692e-23,1.2253253255463713e-21,TRUE
nedervelt,98.19389523517091,0,118,0,3.793576859276692e-23,1.2253253255463713e-21,TRUE
parkinson,97.48506032716382,0,283,67,5.426415124430543e-23,1.7486654214203206e-21,TRUE
lithium,97.29845058402958,0,212,35,5.962696982038842e-23,1.917034684804108e-21,TRUE
fingerstick,97.24638826822041,0,133,5,6.121556670993754e-23,1.9635635243286892e-21,TRUE
leukocytosis,97.20754543486274,0,257,55,6.242830466213408e-23,1.9978495932082495e-21,TRUE
ventricles,97.03617867793928,0,214,36,6.807207565301446e-23,2.1734553074591214e-21,TRUE
pta,96.73401601433147,0,192,27,7.929516491692984e-23,2.525987489750547e-21,TRUE
cefepime,96.72246388037588,0,182,23,7.975917330230585e-23,2.534954594955895e-21,TRUE
mechanical,96.57327009804969,0,290,71,8.600154752399004e-23,2.7271129989970263e-21,TRUE
r,96.47380559975429,0,2233,1324,9.04324002209017e-23,2.8610833864877077e-21,TRUE
interdisciplinary,96.3264287968806,0,275,64,9.7420856671757e-23,3.075177905259166e-21,TRUE
tempsrc,95.78326688279428,0,525,197,1.2817450025559784e-22,4.0367701452380914e-21,TRUE
ngtd,95.3956089327106,0,118,1,1.558990928378085e-22,4.898829186480367e-21,TRUE
effective,95.15356350483145,0,390,123,1.76174777963591e-22,5.5234570906011635e-21,TRUE
session,94.57294527379834,0,654,274,2.3622496986665775e-22,7.38947884341894e-21,TRUE
dnr,94.42300476393244,0,150,12,2.548135892936081e-22,7.95304705999758e-21,TRUE
closed,94.14500215866525,0,377,117,2.9323610654379825e-22,9.131740546607206e-21,TRUE
lrad,94.08099871790344,0,203,33,3.0287282402298646e-22,9.410739715559863e-21,TRUE
opacity,94.01220193680271,0,155,14,3.135847786905044e-22,9.721828105429498e-21,TRUE
toileting,93.73620426068184,0,294,75,3.6050609306348277e-22,1.1151601618170852e-20,TRUE
resting,93.57633619946955,0,357,107,3.908324882182593e-22,1.2062827619696452e-20,TRUE
reasonably,93.46254769391251,0,243,51,4.1395998120274886e-22,1.2748315252605276e-20,TRUE
tunneled,93.31648034278415,0,122,3,4.4566569062287405e-22,1.3694360126241367e-20,TRUE
esrd,93.20537820296204,0,339,98,4.7139844038782085e-22,1.445309699458376e-20,TRUE
limb,93.11392105346873,0,264,61,4.936926245138431e-22,1.510329705258319e-20,TRUE
encephalomalacia,93.07906509560839,0,131,6,5.024642368519892e-22,1.533785886953248e-20,TRUE
fluids,92.99518126080287,0,321,89,5.242181869851887e-22,1.596681227859054e-20,TRUE
dehydration,92.31113999626301,0,237,49,7.4066197493904105e-22,2.2509965360893524e-20,TRUE
displayed,92.2630918584983,0,133,7,7.588646058790664e-22,2.3012817709725662e-20,TRUE
ulcer,91.80490949620626,0,390,126,9.565684940583917e-22,2.8945054060952076e-20,TRUE
haldol,91.6835359147435,0,141,10,1.017075847146791e-21,3.070905748048213e-20,TRUE
patchy,91.5618079113389,0,202,34,1.0816051826023315e-21,3.258658217172187e-20,TRUE
secondary,91.41203807777222,0,826,384,1.1666456652674023e-21,3.507260096298474e-20,TRUE
abnormality,91.36631538038573,0,682,295,1.1939163859403767e-21,3.581491292510992e-20,TRUE
parenchymal,91.3440503845558,0,197,32,1.2074259853454214e-21,3.6142111013927927e-20,TRUE
foley,91.13417666276005,0,497,186,1.3425272821634813e-21,4.009970198272815e-20,TRUE
hh,91.0476024562998,0,261,61,1.4025700125619639e-21,4.180320794951313e-20,TRUE
minimized,90.74282799659599,0,217,41,1.636132154895269e-21,4.866004175447621e-20,TRUE
hypotension,90.73468703121772,0,337,99,1.642877730659901e-21,4.875625812208411e-20,TRUE
osseous,90.69547936927752,0,335,98,1.6757567109343642e-21,4.96259807210392e-20,TRUE
bloodu,90.66091244767402,0,423,145,1.7052895232664003e-21,5.039311955031284e-20,TRUE
ondansetron,90.37859631457646,0,568,228,1.966823288092828e-21,5.793669535795024e-20,TRUE
nonspecific,90.37650337665993,0,309,85,1.9689049038053508e-21,5.793669535795024e-20,TRUE
cerebrovascular,90.32735916621377,0,205,36,2.018421671709861e-21,5.926819999657138e-20,TRUE
needs,90.14146644150726,0,2733,1698,2.2172564826072574e-21,6.496935714542658e-20,TRUE
coping,89.94660233270375,0,188,29,2.446753192654155e-21,7.139276279994444e-20,TRUE
zosyn,89.94660233270375,0,188,29,2.446753192654155e-21,7.139276279994444e-20,TRUE
modulation,89.8206478895843,0,202,35,2.607586302358958e-21,7.592613449363431e-20,TRUE
learning,89.60411601871198,0,432,151,2.909182855341597e-21,8.453062903313691e-20,TRUE
ip,89.5443176598075,0,263,63,2.998457949769297e-21,8.69427608858993e-20,TRUE
elimination,89.46269760248201,0,233,49,3.1247505827577215e-21,9.041596009150414e-20,TRUE
calorie,89.3894895558642,0,180,26,3.242546994548572e-21,9.362938712533289e-20,TRUE
pelvis,88.99619669489991,0,806,375,3.955723127660247e-21,1.1398555709558748e-19,TRUE
tasks,88.98761196728177,0,241,53,3.972926563191066e-21,1.1424425887403875e-19,TRUE
pending,88.84200147074495,0,850,403,4.27639173331726e-21,1.2271653881000708e-19,TRUE
parietal,88.558302630706,0,174,24,4.935845791462753e-21,1.4134837566520862e-19,TRUE
recs,88.37297868726425,0,255,60,5.420624381056926e-21,1.549116296882709e-19,TRUE
qtc,87.92762589019442,0,158,18,6.789377114514247e-21,1.9362968941168044e-19,TRUE
leukocytesur,87.82586447914956,0,418,145,7.147812909816217e-21,2.034343719353226e-19,TRUE
ue,87.65747081854462,0,571,233,7.783002047761906e-21,2.2105954077988774e-19,TRUE
remains,87.56038907417451,0,492,187,8.174545219676179e-21,2.3170665011445396e-19,TRUE
labs,87.5050644612776,0,3249,2081,8.406427348522189e-21,2.3779403145341077e-19,TRUE
underlying,87.38588610050856,0,345,106,8.928535963419364e-21,2.5204966665839744e-19,TRUE
glucoseu,87.37021473152078,0,419,146,8.999561479207291e-21,2.5353936994870198e-19,TRUE
prominence,87.31978332040374,0,152,16,9.231984096917018e-21,2.5956078364793616e-19,TRUE
diuresis,87.04285649865365,0,149,15,1.0619491328273644e-20,2.97967909208874e-19,TRUE
coli,87.03162843061496,0,162,20,1.0679951038637997e-20,2.9906016124121603e-19,TRUE
speech,86.94118933503246,0,970,483,1.1179663009207961e-20,3.124232183800591e-19,TRUE
husband,86.73717005374851,0,559,227,1.2394527512391172e-20,3.45677896826508e-19,TRUE
gas,86.71665479212136,0,342,105,1.2523769129310612e-20,3.4858242372143305e-19,TRUE
prophylaxis,86.6984666764321,0,416,145,1.2639477089622571e-20,3.510993945955358e-19,TRUE
staphylococcus,86.67201504354912,0,132,9,1.280966641937422e-20,3.551166804365041e-19,TRUE
cystitis,86.62808462396379,0,229,49,1.3097393470386711e-20,3.6236991615577896e-19,TRUE
iterative,86.37544332442755,0,211,41,1.4882146170578882e-20,4.109306722925847e-19,TRUE
input,86.27065110249075,0,610,258,1.569201568091625e-20,4.3243334482588456e-19,TRUE
coloru,86.24639548356706,0,417,146,1.5885668489456503e-20,4.360007709870525e-19,TRUE
echogenic,86.24516424325185,0,107,1,1.5895562009373455e-20,4.360007709870525e-19,TRUE
22,86.24266730979353,0,809,381,1.5915644818952813e-20,4.360007709870525e-19,TRUE
glycol,86.08248593044775,0,371,121,1.725845856716363e-20,4.7185576976247185e-19,TRUE
superimposed,86.03050145784547,0,153,17,1.7718158274460017e-20,4.834724956266703e-19,TRUE
pneumothorax,85.81865539694222,0,292,80,1.9721681742323688e-20,5.370871327826152e-19,TRUE
disoriented,85.69124929135215,0,125,7,2.1034167428224047e-20,5.717094939542148e-19,TRUE
docusate,85.52393454853363,0,514,202,2.2891396150927727e-20,6.209738303520218e-19,TRUE
bilirubinur,85.12643258982456,0,415,146,2.798839038797888e-20,7.577597545782429e-19,TRUE
measures,84.81835898108363,0,400,138,3.2707324180196874e-20,8.837977150559425e-19,TRUE
achievable,84.74431233249442,0,202,38,3.3955447859711024e-20,9.157421656767503e-19,TRUE
attention,84.57110481155524,0,361,117,3.706426151192958e-20,9.976463723627712e-19,TRUE
improving,84.50582114770522,0,394,135,3.8308527318064435e-20,1.029143396364791e-18,TRUE
standing,84.2619887978511,0,1009,513,4.3336754054774344e-20,1.1619771758045577e-18,TRUE
ketonesu,84.15330904036645,0,424,152,4.578569915340141e-20,1.225274712026189e-18,TRUE
k,83.69389145844063,0,2743,1725,5.776344066706308e-20,1.5428392835093062e-18,TRUE
cxr,83.68441152480058,0,416,148,5.804110036906951e-20,1.547279929032642e-18,TRUE
vitaminb,83.37371718638302,0,191,34,6.791903121390421e-20,1.8071406600189952e-18,TRUE
w,83.05427318604035,0,2805,1772,7.983117654270135e-20,2.1200290841330382e-18,TRUE
sennosides,82.63058912408141,0,219,47,9.891441757359843e-20,2.6207609238941366e-18,TRUE
initiated,82.62760283898669,0,486,189,9.906397041143507e-20,2.6207609238941366e-18,TRUE
haloperidol,82.42852443115716,0,112,4,1.0956122615748162e-19,2.892957927949168e-18,TRUE
performing,82.23579151356358,0,390,135,1.207827659690823e-19,3.1832103160238785e-18,TRUE
